name,hq,data_filings,median_wage,naics,relevant_title,score
"United Electronics Corp., Inc.","Franklin Park, IL",1,70000,33441,Printed Circuit Board Database Engineer,22.5
United Fire & Casualty Company,"Cedar Rapids, IA",1,108000,5241,Data Scientist I,26.6
United Fortune IT SolutionsLLC,"Aurora, IL",1,129700,541511,Data Engineer,31.5
United Group Underwriters LLC,"Miami Gardens, FL",1,120000,5241,Senior Business Analyst - It Dept.,29.3
United Parks & Resorts Inc.,"Orlando, FL",1,105000,713110,"Manager, Planning And Analytics",25.9
United Premium Foods LLC,"Woodbridge, NJ",1,,493120,Logistics And Supply Chain Analyst,22.5
"United Radio, Inc.","East Syracuse, NY",1,80000,811412,Erp Business Intelligence Developer/Analyst,22.5
United Rags Recycler LLC,"Houston, TX",1,37357,423990,Market Research Analyst,22.5
"United Refrigeration, Inc.","Philadelphia, PA",1,90000,333415,Ecommcerce Data Analyst,22.5
United Software Corporation,"Austin, TX",1,,541511,Business Intelligence Analyst,22.5
"United States Cold Storage, Inc.","Camden, NJ",1,94000,493120,Data Engineer,23.4
United States Liability Insurance Company,"Wayne, PA",1,86736,524126,Business Intelligence Developer,22.5
United Tech Systems Inc,"Alpharetta, GA",1,103730,541511,Business Systems Analyst,25.6
UNITED TEKINFO HUB LLC.,"Farmers Branch, TX",1,73154,541511,Data Engineer,22.5
"United Telecom USA, Inc.","Westbury, NY",1,,443142,Business Analyst,22.5
United Way of Erie County,"Erie, PA",1,52229,813219,Donor Database Specialist,22.5
United Way of San Antonio & Bexar County,"San Antonio, TX",1,59708,624190,Impact Data Analyst,22.5
United Wheels Inc,"Miamisburg, OH",1,48000,423910,Demand Planning Analyst,22.5
Univ of WI System,"Madison, WI",1,72000,611310,Research Associate - Postdegree Trainee,22.5
Univ of WI System Admin,"Madison, WI",1,71074,611310,Business Systems Analyst I,22.5
"Universal Business Consulting, Inc.","Princeton, NJ",1,96720,541511,Data Engineer,24.0
UNIVERSAL DELIVERY SOLUTIONS LLC,"Iselin, NJ",1,,492110,Business Systems Analyst,22.5
"Universal Processing, LLC","New York, NY",1,,52232,Data Analyst,22.5
"Universal Robotics, Inc.","Nashville, TN",1,110000,54151,Machine Learning Engineer,27.0
Universal Service Administrative Company,"Washington D.C., DC",1,148000,92119,Associate Manager Of Business Intelligence,35.7
University Federal Credit Union,"Austin, TX",1,125000,522130,Senior Quality Assurance Analyst,30.5
University of Arkansas at Pine Bluff,"Pine Bluff, AR",1,50981,611310,Research Project Analyst,22.5
University of Baltimore,"Baltimore, MD",1,89421,611310,Enrollment Management Data Analyst,22.5
University of Central Oklahoma,"Edmond, OK",1,49130,611310,Crm Marketing Analyst,22.5
University of Dubuque,"Dubuque, IA",1,41746,611310,Market Research Analyst,22.5
University of Evansville,"Evansville, IN",1,52978,611310,Data Analyst,22.5
University of Maryland Medical Center,"Linthicum, MD",1,62000,622110,Data Analyst Ii,22.5
University of Massachusetts Dartmouth,"North Dartmouth, MA",1,64000,611310,Research Associate,22.5
University of Massachusetts Medical School,"Woburn, MA",1,92622,922130,Data Analyst,23.1
UNIVERSITY OF NORTH CAROLINA AT PEMBROKE,"Pembroke, NC",1,95659,611310,It Business Intelligence Data Analyst,23.8
University of Pittsburgh Physicians,"Pittsburgh, PA",1,109990,62111,Associate Data Scientist,27.0
UNIVERSITY OF WEST GEORGIA,"Carrollton, GA",1,110000,611310,Salesforce Business Analyst,27.0
"University Physicians & Surgeons, Inc.","Huntington, WV",1,71869,62111,Data Architect,22.5
University Settlement Society of New York,"New York, NY",1,,624190,Operations Research Analyst,22.5
University System of New Hampshire,"Durham, NH",1,86559,611310,Salesforce Database Administrator,22.5
"Univest Securities, LLC","New York, NY",1,,523210,Market Research Analyst,22.5
"UniVOD, LLC","Miami, FL",1,65000,516120,"Senior Analyst, Content Partnership",22.5
"Unlock Health, Inc.","Nashville, TN",1,140000,541810,Lead Data Engineer,33.9
UpClear Inc.,"New York, NY",1,102000,511210,Data Science Developer -  Associate,25.2
UPL NA Inc.,"Cary, NC",1,71873,541714,Inventory Analyst,22.5
"UPM Raflatac, Inc.","Mills River, NC",1,93137,561910,"Senior Analyst, Digital Solution",23.2
Upmynd Inc,"Irving, TX",1,92040,541512,Data Engineer,23.0
Upper Jets LLC,"Fort Lauderdale, FL",1,84000,481211,Data Scientist,22.5
UPS Capital Corporation,"Atlanta, GA",1,80250,49211,Data & Business Intelligence Analyst,22.5
"UPS, Inc. (OH)","Atlanta, GA",1,105290,49211,Data Science Analyst,26.0
Upshop LLC,"Austin, TX",1,122224,541511,Data Engineer,29.8
"Upside Services, Inc.","Washington, DC",1,260000,541511,Principal Learning Scientist,47.5
"UpSight, LLC","Tampa, FL",1,230000,513210,"Staff Software Engineer, Data",47.5
"Upstate Niagara Cooperative, Inc.","Lancaster, NY",1,55827,311511,Erp Systems Analyst,22.5
UpSwell LLC,"Marietta, GA",1,85200,541613,Business Intelligence Analyst,22.5
Uptik Solutions Inc,"Farmers Branch, TX",1,115918,541511,Principal Architect – Data Analytics (Data Engineer),28.4
"Uptime Institute Professional Services, LLC","New York, NY",1,110864,541512,Business Intelligence Analyst,27.2
Upward Innovations LLC,"Garland, TX",1,92500,541511,Data Engineer,23.1
"Upway USA, Inc","Brooklyn, NY",1,150000,811490,"Strategy, Planning And Logistics Analyst",36.1
Urbane Systems LLC,"Herndon, VA",1,104832,541512,Data Analyst,25.9
"Ursa Health, LLC","Nashville, TN",1,182200,518210,Principal Healthcare Data Architect,43.5
US Default Group Inc.,"Boca Raton, FL",1,270000,541611,Director Of Ai And Automation,47.5
US Electronics Inc,"Minneapolis, MN",1,,541511,Business Analyst,22.5
"US Fertility, LLC","Rockville, MD",1,137280,621410,Business Intelligence Manager,33.2
US Financial Advisory and Audit Firm,"Edina, MN",1,65100,541211,Data Analyst,22.5
"US Foods, Inc.","Rosemont, IL",1,160000,424410,Data Architect,38.4
US India Strategic Partnership Forum,"Washington, DC",1,74464,81331,Member Services Analyst,22.5
US NET METRICS INC,"Chicago, IL",1,66500,541511,Software Test Analyst,22.5
"US Premium Molders, LLC","Berwick, PA",1,,326199,Business Analyst,22.5
US TECH SOLUTIONS INC,"Jersey City, NJ",1,105000,541519,Business Systems Analyst,25.9
"USA Cinema Services, LLC","Dallas, TX",1,152045,512131,Data Engineering Director,36.6
USA TECH CONSULTING LLC,"Houston, TX",1,87152,541511,Bussiness Analyst,22.5
"USA WHEEL AND TIRE OUTLET, INC.","Mesquite, TX",1,,441320,Database Administrator,22.5
USAA Life Insurance Company,"San Antonio, TX",1,152000,524113,Business Rules Analyst Lead,36.6
USAM Group Inc.,"New York, NY",1,100000,541613,Data Scientist,24.8
USFAAF Inc,"Edina, MN",1,66706,541219,Data Analyst,22.5
USI Insurance Services,"Valhalla, NY",1,144000,524210,Data Warehouse Architect,34.8
USP Management Inc.,"Fort Lee, NJ",1,100000,42351,Management Analyst,24.8
"Usual Things, Inc.","New York, NY",1,140000,51321,Machine Learning Engineer,33.9
"UTILIMARC, LLC","St. Louis Park, MN",1,134805,541512,Data Scientist,32.7
"Utilli, LLC","Mclean, VA",1,55000,54151,Business Analyst,22.5
UtilPros LLC,"Plano, TX",1,80000,541511,Business Analyst,22.5
Utthunga LLC,"Houston, TX",1,85634,54133,Lead System Analyst,22.5
V & S 1 LLC.,"Semmes, AL",1,70000,4453,Database Administrator,22.5
V-TIC SERVICES INC,"Houston, TX",1,77000,541380,Business Analyst,22.5
V.L.S Systems Inc.,"Chantilly, VA",1,116000,541511,Senior Data Warehouse Engineer,28.4
V2 Innovations Inc.,"Canton, MI",1,127000,541511,Sr. D365 Business Analyst,30.9
V2Software Technologies LLC,"Alpharetta, GA",1,81245,541511,Data Analyst,22.5
V7techlabs,"Concord, NC",1,106974,513210,Programmer Analyst,26.4
VA2 Corporation,"Sugar Land, TX",1,80000,524292,Business Intelligence Analyst,22.5
VAAKRUTHI SOLUTIONS INC,"Irving, TX",1,67995,541511,Data Scientist,22.5
Vaarida Technologies LLC,"Raleigh, NC",1,64000,541511,Data Analyst,22.5
Vaazu Inc,"Sugar Land, TX",1,90000,541511,Sr. Systems Analyst,22.5
VACE GROUP LLC,"Cambridge, MA",1,,61171,Education Management Analyst,22.5
"VADILAL INDUSTRIES(USA), INC.","Bristol, PA",1,,424490,Database Administrator,22.5
"VAJ, LLC","Webster Groves, MO",1,,48851,Operations Research Fuel Analyst,22.5
Valam Services LLC,"Chalfont, PA",1,85280,5415,Programmer Analyst,22.5
VALDOSTA STATE UNIVERSITY,"Valdosta, GA",1,68765,611310,It Business Analyst,22.5
ValidiFI Inc.,"Alpharetta, GA",1,89877,5239,Data Analyst,22.5
VALIDIT SOLUTIONS LLC,"Atlanta, GA",1,75000,541330,Production Planning Analyst,22.5
"Valley Queen Cheese Factory, Inc.","Milbank, SD",1,58448,311513,Operations Research Analyst,22.5
Valley View Community Unit School District 365U,"Romeoville, IL",1,,611110,Research Specialist,22.5
"Valmet Flow Control, Inc. (f/k/a Neles USA, Inc.)","Shrewsbury, MA",1,75000,332911,Operations Analyst,22.5
"Valo Health, Inc.","Lexington, MA",1,155000,54171,Senior Data Scientist,37.3
Valrix LLC.,"Libertyville, IL",1,108077,54199,Ai  Software Engineer,26.6
Valuable Insight Inc.,"Miami, FL",1,90000,541611,Data Analyst,22.5
"Value Analytics Labs, LLC","Boston, MA",1,143000,54169,Data Scientist,34.5
Value Technology Inc,"Charlotte, NC",1,80371,541512,Business Systems Analyst,22.5
Vandeventer Place Research Foundation,"St. Louis, MO",1,94905,541715,Biostatistician,23.6
Vandoo LLC,"Newark, NJ",1,88000,54151,Programmer Analyst,22.5
"Vanguard Medical Group, P.A.","Verona, NJ",1,122000,621112,Clinical Data Analyst,29.8
Vantage Bank Texas,"Mcallen, TX",1,90000,522110,Data Engineer,22.5
"Vantage Discovery, Inc.","Austin, TX",1,250000,54151,"Software Engineer, Machine Learning",47.5
Vantage Nutrition LLC,"Piscataway, NJ",1,90000,325412,Senior Business Analyst - Corporate Digital And It,22.5
VAPE VORTEX LLC,"Texarkana, TX",1,56500,459991,Database Administrator,22.5
VAPISA USA LLC,"Kokomo, IN",1,69118,493190,Logistics Analyst,22.5
"Variscale Services & Engineering, Inc.","Secaucus, NJ",1,85000,513210,Senior Manufacturing Material Analyst,22.5
"Vatic Labs Operations, LLC","New York, NY",1,225000,52321,Quantitative Researcher,47.5
VAYA RESTORATION INC.,"Garden City, NY",1,,238990,Management Analyst,22.5
"VCIT Solutions, Inc.","Norcross, GA",1,90958,541511,Data Engineer,22.7
VCloud Global LLC,"Frisco, TX",1,71365,541511,Database Engineer,22.5
VDart Inc.,"Alpharetta, GA",1,91562,541511,Business Systems Analyst,22.9
"Veda Data Solutions, Inc.","Madison, WI",1,105000,518210,Senior Database Engineer,25.9
VedamSoft Inc.,"Irving, TX",1,88500,541511,Computer System Analyst,22.5
Veer Hotels Inc,"Harrington, DE",1,,721110,Business Analyst,22.5
"VELA Investment Management, LLC","New Albany, OH",1,103000,523940,Quantitative Research Associate/Analyst,25.5
"Velan Studios, Inc.","Troy, NY",1,70000,541511,Data Analyst,22.5
"Velera Solutions, LLC","St. Petersburg, FL",1,125000,522130,Database Administrator Iii,30.5
VELLTECH LLC,"Jacksonville, FL",1,68640,541511,Data Analyst,22.5
Velociti Inc.,"Overland Park, KS",1,68000,541511,Systems Analyst,22.5
Velocity Cellular LLC,"Houston, TX",1,58406,449210,Data Administrator,22.5
Velocity Portfolio Group Inc.,"Wall, NJ",1,122262,561440,Data Engineer,29.8
"VELOX INTERNATIONAL SHIPPING, INC.","East Hanover, NJ",1,67018,488510,Logistic Analyst,22.5
"Vendor Credentialing Service, LLC","Hartford, WI",1,80101,541511,Principal Services Engineering Analyst,22.5
Vendy Solutions Inc,"Mckinney, TX",1,79227,541511,Oracle Functional Analyst,22.5
VENEZIA STONE INC,"Halethorpe, MD",1,93059,423320,Management Analyst,23.2
VENISA INC,"Grafton, MA",1,93000,5415,Business Analyst,23.2
VENKAT PHARM INC,"Brooklyn, NY",1,65333,456110,Database Administrator,22.5
VENSAR TEECHNOLOGY INC,"Schaumburg, IL",1,100069,541511,Business Analyst,24.8
"Vensiti, Inc.","Irving, TX",1,108500,541511,Data Engineer,26.7
"Ventfabrics, Inc.","Chicago, IL",1,75000,3323,Marketing Analyst,22.5
"Venus Cabinetry, Inc.","Houston, TX",1,52000,337110,Market Research Analyst,22.5
"Veolia WTS USA, Inc.","Trevose, PA",1,112000,221310,Lead Data Analyst,27.5
"VeraLogics, Inc.","San Antonio, TX",1,70000,5416,Integration Technical Analyst,22.5
Veramed Inc.,"Cambridge, MA",1,81000,541690,Statistician Ii,22.5
Verans Business Solutions Inc,"Edison, NJ",1,115918,541511,Business Analyst,28.4
Verb Surgical Inc.,"New Brunswick, NJ",1,125000,33911,Applied Scientist - Computer Vision,30.5
Verdeco Plastics Inc.,"Channahon, IL",1,,424990,Operations Research Analyst,22.5
"Verdesian Life Sciences US, LLC","Cary, NC",1,80000,424590,Sales Operations Analyst,22.5
Verdure Sciences Inc.,"Noblesville, IN",1,55000,54199,Market Analyst Latin America,22.5
"Vericol, LLC","Arlington, VA",1,138798,541512,Senior Data Scientist,33.6
Verinext Corp,"Blue Bell, PA",1,176000,54151,Data Architect,42.0
Veris Technologies Inc.,"New York, NY",1,250000,541511,Senior Machine Learning Engineer,47.5
Verista Inc,"Fishers, IN",1,126000,541614,Sr. Quality Validation Analyst/Sr. Delivery Manager,30.7
Verisys Corporation,"Louisville, KY",1,160000,524114,Database Administrator,38.4
Veritas Education LLC,"Vienna, VA",1,50523,611710,Education Marketing Analyst,22.5
Veritas Prime LLC,"Yarmouth, ME",1,112757,541512,Prime Technology Senior Analyst,27.7
Verivolt LLC,"Miami, FL",1,,541512,Market Research Analyst,22.5
VERMONT STATE COLLEGES,"Montpelier, VT",1,60707,611310,Lead Institutional Research Analyst,22.5
Vernon Construction & Development INC,"New York, NY",1,,236220,Computer Systems Analyst,22.5
VeroKnows LLC,"Ann Arbor, MI",1,,611710,Data Engineer & Genai Developer,22.5
VERRAZANO CONSULTING SOLUTIONS LLC,"New York, NY",1,,541611,Business Analyst,22.5
Versuni USA Corporation,"Burlington, MA",1,120164,3352,Fulfillment Analyst,29.4
Vertex Innovation LLC,"Stony Brook, NY",1,,541511,Research Scientist,22.5
"Vertical Bridge REIT, LLC","Boca Raton, FL",1,47174,51791,Real Estate Development Analyst,22.5
Vertice Technology Inc,"New York, NY",1,125000,541511,Business Analyst,30.5
Verve IT Solutions LLC,"Dulles, VA",1,78187,541511,Business Analyst & Pmp,22.5
Verveba Telecom LLC,"Richardson, TX",1,68000,5179,Software Quality Assurance Analyst /Tester,22.5
Vescom America Inc.,"Henderson, NC",1,72092,313320,Supply Chain Analyst,22.5
Vespa Group LLC,"Indianapolis, IN",1,138374,54151,Peoplesoft Functional Business Analyst,33.5
Vesta Living Corp,"Liberty Hill, TX",1,60174,454110,Market Research Analyst,22.5
"Vested, Inc.","Brooklyn, NY",1,165000,513210,Principal Quantitative Strategist,39.5
VESTI TECHNOLOGY SOLUTIONS INC,"Arlington, TX",1,95000,54151,It Strategy Analyst,23.6
"Vestmark, Inc.","Wakefield, MA",1,180000,541511,Senior Database Administrator,43.0
"Veterinarian Electronic Assistant, Inc.","Alexandria, VA",1,85000,541512,Computer Systems Analyst,22.5
VETO IT,"New York, NY",1,81000,541511,Clinical Data Analyst,22.5
Vevey Software Solutions LLC,"Tampa, FL",1,111966,541511,Business Intelligence Systems Analyst,27.5
Vexus Media LLC,"Philadelphia, PA",1,,5416,Market Research Analyst,22.5
"Vianiko, Inc.","New York, NY",1,84000,5132,Data Scientist,22.5
"Viant Medical, LLC","Foxborough, MA",1,135304,33911,Oracle Business Analyst,32.8
"VIBRANT INFOTECH, INC.","Frisco, TX",1,98925,541512,Computer System Analyst,24.5
Vibrantitconsulting inc,"Plano, TX",1,65395,541511,Quality Assurance Analyst,22.5
Vibrantz Corporation,"Houston, TX",1,92040,325510,"Senior Analyst, Business Intelligence",23.0
VICRAM PHARMACY INC.,"Brooklyn, NY",1,97573,446110,Regulatory & Compliance Analyst,24.2
Victor Insurance Managers LLC,"New York, NY",1,69285,524210,Specialist - Metrics - Analytics And Reporting,22.5
VICTORIA A LLC.,"New York, NY",1,80000,456120,Operations Research Analyst,22.5
"Victoria's Secret Stores, LLC","Reynoldsburg, OH",1,105000,458110,Senior Demand & Deployment Analyst,25.9
Victory Capital Management Inc.,"San Antonio, TX",1,93500,525910,Data Scientist,23.3
"VIDA SHOES INTERNATIONAL, INC.","New York, NY",1,,424340,Business Intelligence Analyst,22.5
"VidaVinci, Inc.","Cambridge, MA",1,150000,541714,Machine Learning Scientist Ii,36.1
Videomagic International LLC,"Palm Beach, FL",1,175000,512110,Head Of Ai & Automation,41.8
Vidusolutions LLC,"Katy, TX",1,98000,541511,Technical Business Analyst,24.3
View The Space Inc.,"New York, NY",1,135200,541511,Lead Data Analyst,32.8
VIEWVERTICAL TECHNOLOGIES LLC,"Alpharetta, GA",1,125000,541511,Senior Database Engineer,30.5
VIGI CORP,"Malden, MA",1,50000,541921,Business Analyst,22.5
VIGO INDUSTRIES LLC,"New York, NY",1,101000,541512,Data Analyst,25.0
"Villages Health System, LLC","The Villages, FL",1,82056,6211,Senior Medical Economics Analyst,22.5
VINASHOP LLC,"Houston, TX",1,42099,456191,Product And Data Analyst,22.5
"Vince, LLC","New York, NY",1,144200,448140,Senior Data Engineer,34.8
"Vineyard Vines, LLC","Stamford, CT",1,108306,448140,Data Scientist,26.7
"Vinmar International, Ltd.","Houston, TX",1,160000,325110,Senior Strategic Product Analyst,38.4
"Vinod George Abraham CPA, PC","Syosset, NY",1,97760,541219,Sap Budget System Analyst,24.3
Vinoveritas LLC,"Largo, FL",1,90000,424820,International Market Research Analyst,22.5
"VINSYS INFORMATION TECHNOLOGY, INC.","Dulles, VA",1,133640,541511,Senior Etl Developer,32.4
Viona Corp.,"Hicksville, NY",1,81000,332999,Business Sales Analyst,22.5
"VIP BUSINESS CONSULTING , LLC","Boca Raton, FL",1,47174,541219,Market Research  Analyst,22.5
Vipshop North America LLC,"New York, NY",1,,-4445,Data Analyst,22.5
VIPStreamers Inc.,"Dallas, TX",1,60000,541613,Us Tiktok Live Stream Strategy Analyst,22.5
"Viraj Consulting, Inc.","Montville, NJ",1,76000,541512,Management Analyst,22.5
"Virgin Pulse, Inc.","Providence, RI",1,85696,525120,Data Engineer,22.5
Virginia Christian University,"Chantilly, VA",1,83034,611310,Management Analyst,22.5
Virginia Housing Development Authority,"Richmond, VA",1,130000,531110,Sr. Data Engineer,31.6
Virginia Military Institute,"Lexington, VA",1,71974,61131,Institutional Research Analyst,22.5
VIRGINIA TRANSFORMER CORP. (VTCR),"Roanoke, VA",1,92000,335311,Logistics Analyst,23.0
Virginia Transformer Corporation,"Roanoke, VA",1,90840,335311,Operations Research Analyst,22.7
Virginia University of Integrative Medicine,"Vienna, VA",1,,611310,Management Analyst,22.5
VIRINCHI LIMITED,"Marlboro, NJ",1,100000,541511,Database Developer,24.8
VIRTUAL AMERICAN COMPANIES LLC,"Richmond, TX",1,61000,518210,Business Process Analyst,22.5
VIRTUAL INFRASTRUCTURE SERVICES LLC,"Kendall Park, NJ",1,110219,541511,Sr. Data Engineer,27.1
Virtual Pipeline Ventures LLC,"Houston, TX",1,116000,22121,Operations Analyst,28.4
"Virtual Tech Gurus, Inc.","Dallas, TX",1,81328,5415,Software Quality Assurance Analyst,22.5
Virtuosa Global Solutions LLC,"Bridgewater, NJ",1,79768,541511,Applications Development Analyst,22.5
"Virtus Investment Advisers, LLC","Hartford, CT",1,156811,523940,Data Scientist,37.7
"VIRTUS SOLUTIONS, LLC","Jacksonville, FL",1,82000,541511,Business Intelligence Analyst,22.5
"VIRTUSSOLUTIONS, LLC","Jacksonville, FL",1,120000,541512,Data Engineer,29.3
Viscusi Wholesale Grocers Inc.,"Schenectady, NY",1,62500,311421,Operations Analyst,22.5
Vishal Sharan Inc,"Street, MD",1,97000,541511,Systems Analyst,24.1
Vision Appliance Repair LLC,"Springfield, VA",1,,811412,Quality Control Analyst,22.5
Vision Boom Securities LLC,"New York, NY",1,,523150,Investment Banking Analyst,22.5
Vision Stream LLC,"Matawan, NJ",1,104125,541511,Business Systems Analyst,25.7
"Visionworks of America, Inc.","San Antonio, TX",1,116435,524114,"Manager, Data Science",28.5
"Visireka, Inc.","Dallas, TX",1,108850,541511,Data Engineer,26.8
Visiting Wound Specialists & Primary Care PLLC,"Sterling Heights, MI",1,90000,62111,Computer Systems Analyst,22.5
"Vista Grande, LLC","Tampa, FL",1,55000,541910,Market Research Analyst,22.5
"Vistaar Technologies, Inc.","Parsippany, NJ",1,115000,541511,Senior Business Analyst,28.2
Vistar Media,"New York, NY",1,210000,541890,Senior Vice President Partnerships And Analytics,47.5
Vistas Cloud LLC,"Woodstock, GA",1,,541512,Etl Developer,22.5
Vistas Management LLC,"Wilton, CT",1,95000,54199,Power Analyst,23.6
Viswam LLC,"Hamilton Township, NJ",1,90000,541512,Data Scientist,22.5
Vitable Inc.,"Woodlyn, PA",1,62000,621498,Business Development Operations Analyst,22.5
"Vital & FHR North America, LLC","Bowling Green, OH",1,80000,332999,Data Analyst,22.5
"Vital Software, Inc.","Wilmington, DE",1,150000,541511,Senior Data Engineer,36.1
VitalCheck Wellness,"New York, NY",1,130000,621498,Ai Product Manager,31.6
VITAMIX MANAGEMENT CORPORATION,"Olmsted Township, OH",1,103834,33521,Lead Database Administrator,25.6
Vitaye Inc,"Wheatley Heights, NY",1,,518210,Data Analyst,22.5
VITCON SYSTEMS INC,"Aldie, VA",1,110427,541511,Application Systems Analyst,27.1
"VITECH SYSTEMS GROUP, INC.","New York, NY",1,126700,541512,Senior Solutions Analyst,30.8
Vityou Inc,"Irving, TX",1,70075,541511,Computer Systems Analyst,22.5
Vivere Global LLC,"Wilmington, DE",1,110000,541511,Identity And Access Management Analyst,27.0
Vivid Seats LLC,"Chicago, IL",1,90000,561599,Data Scientist,22.5
"Viviktah, LLC","Gaithersburg, MD",1,,541511,Database Security Administrator/Analyst,22.5
"Vivodyne, Inc.","Philadelphia, PA",1,135000,541714,Scientist,32.7
"vivoVerse, LLC","Austin, TX",1,85384,541714,Machine Learning Engineer,22.5
Vivpro Corporation,"Lansdale, PA",1,136000,541511,Software Engineer Lead/Backend And Ai,33.0
Vixiv Inc,"Cincinnati, OH",1,110000,513210,Data Scientist,27.0
VIXSOL LLC,"New York, NY",1,,5415,Systems Analyst,22.5
VIZENS CORP.,"Fairfax, VA",1,72000,541512,Data Engineer,22.5
VIZION TECHNOLOGIES LLC,"Dublin, OH",1,107682,541511,Data Scientist,26.5
"Vizit Labs, Inc.","Boston, MA",1,175000,513210,Sr Data Scientist [00082635],41.8
VIZPLUM CORPORATION,"Piscataway, NJ",1,108306,54151,Dashboard Analyst,26.7
VK Tech Inc,"Herndon, VA",1,,541511,Business Intelligence Engineer,22.5
VKARE CORP,"Glen Allen, VA",1,84635,541512,Sql & Power Bi Developer,22.5
VKTEK INC,"Farmington Hills, MI",1,76960,541511,Business Systems Analyst,22.5
VMAC Solutions Inc,"Wesley Chapel, FL",1,95493,541511,Data Engineer,23.7
VMG Health LLC,"Dallas, TX",1,157000,541611,Management Analyst,37.7
VML Map US Inc.,"Austin, TX",1,130000,541810,Senior Data Insights Consultant,31.6
VML MAP US Inc. (formerly Wunderman Thompson MAP US Inc.),"Austin, TX",1,115000,541810,Business Intelligence Manager,28.2
VMR Technologies LLC,"Aldie, VA",1,109782,5416,Sr Business Analyst,27.0
VOCAR TRANSPORTATION SERVICES LLC,"San Antonio, TX",1,69000,48412,Operations Research Analyst,22.5
Voith US Inc.,"York, PA",1,71240,333611,Sr.  Supply Chain Analyst,22.5
Volantsoft Inc,"Irving, TX",1,81557,541511,Bi/Analytics Analyst,22.5
Volitiion IIT Inc,"Leesburg, VA",1,82680,541511,Business Intelligence Analyst,22.5
"VOLTAMP ELECTRICAL CONTRACTORS, INC","New Hyde Park, NY",1,100000,238210,Business Operations Data Analyst,24.8
"Voltex Technologies, Inc","Decatur, GA",1,80000,541511,Database Administrators,22.5
"Voltican, Inc.","Houston, TX",1,98500,541511,Data Analytics Developer,24.4
"Vortex Companies, LLC","Houston, TX",1,80000,541620,Business Systems Analyst,22.5
Vortexa Inc,"Houston, TX",1,75067,5419,Senior Oil Market Analyst,22.5
Voya Retirement Insurance & Annuity Company,"New York, NY",1,143000,525910,"Sr. Data Analyst, Enterprise Ai & Data Science",34.5
"Voyage-Marche, Inc.","Key Biscayne, FL",1,50000,424410,Market Research Analyst,22.5
"Voyager Therapeutics, Inc.","Lexington, MA",1,102000,54171,It Technical Analyst,25.2
vQuest Technologies LLC,"The Colony, TX",1,102294,541511,Etl Developer,25.3
VRChat Inc.,"Houston, TX",1,144000,541511,Senior Data Scientist,34.8
"Vroom, Inc.","Houston, TX",1,266255,441120,"Senior Director, Data Science",47.5
Vsecure Labs Inc,"Aurora, IL",1,98301,541511,System Analyst,24.4
VSS Medical LLC,"Dayton, OH",1,,423450,Market Research Analyst,22.5
VST Global Inc.,"Cary, NC",1,78000,541519,Database And Cloud Administrator Specialist,22.5
vStar Technologies LLC,"Warrington, PA",1,71000,541511,Computer Systems Analyst,22.5
"vTech Solution, Inc.","Washington, DC",1,52500,541511,Market Research Analyst,22.5
"VTX Holdings, Inc.","Houston, TX",1,93264,541512,Business Analyst,23.2
Vuesol Technologies Inc.,"Alpharetta, GA",1,121222,541511,Analyst/Developer- Specialty 3,29.6
"Vulli, Inc.","Salisbury, NC",1,107020,541512,Business Intelligence Analyst,26.4
"Vultus, Inc.","South Plainfield, NJ",1,60000,541511,Business Analyst,22.5
VUYH TECHNOLOGIES LLC,"Katy, TX",1,76000,541511,Business Analyst,22.5
VVLS Healthcare Inc,"Philadelphia, PA",1,60000,456110,Database Administrator,22.5
VVM INFOTECH LLC.,"Richmond, VA",1,98946,541512,Cloud Data Engineer,24.5
"VWR International, LLC","Radnor, PA",1,129654,42349,"Manager 1, Data & Analytics",31.5
Vyom Donut Management LLC,"Paramus, NJ",1,79000,55111,Management Analyst,22.5
Vzure Solutions LLC,"Frisco, TX",1,154000,54151,"Manager, Ai Services And Data Center Platform",37.0
W & O Associates LLC,"North Wildwood, NJ",1,50461,713210,Market Research Analyst,22.5
"W-2 Holdings, LLC","Miami, FL",1,145000,541511,Senior Data Engineer,35.0
"W. Capra Consulting Group, Inc.","Chicago, IL",1,85000,54161,Consultant Analyst,22.5
W.R. Berkley Corporation,"Greenwich, CT",1,144114,524126,Data Engineer – Analyst,34.8
"W.T. Rich Company, Inc.","Natick, MA",1,123075,238910,Senior Data Scientist Operations,30.0
"Wachter, Inc.","Lenexa, KS",1,90000,2382,Business Intelligence Developer I,22.5
Wacker Neuson America Corporation,"Menomonee Falls, WI",1,106218,33312,Senior Business Analyst - Pp,26.2
Wainbridge Capital Inc,"New York, NY",1,80000,525990,Analyst,22.5
WAKE FOREST UNIVERSITY,"Winston Salem, NC",1,97552,611310,Senior Database Administrator,24.2
Wal Fuel Systems USA Inc,"Livonia, MI",1,71000,3363,Operations Research Analysts,22.5
"Walker Products, Inc.","Pacific, MO",1,60000,3329,Data Analyst Ii,22.5
Walksonwood LLC,"Austin, TX",1,,541618,Computer Systems Analyst,22.5
WALL CONTRACTOR CORP,"Staten Island, NY",1,111966,236210,Business And Data Analyst,27.5
Wallace Hardware Company Inc,"Morristown, TN",1,85000,423710,Data Analyst,22.5
"Waltz Health, Inc.","Chicago, IL",1,120000,541511,Data Engineer,29.3
"WarmlyYours.com, Inc.","Lake Zurich, IL",1,75000,333414,Programmer Analyst,22.5
